"Journal Data Filtered By:  Selected Categories: CARDIAC & CARDIOVASCULAR SYSTEMS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"
"Therapeutic Advances in Cardiovascular Disease","THER ADV CARDIO DIS","SAGE PUBLICATIONS LTD","1753-9447","1753-9455","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","741","2.2","Q2","0.54","96.43"%,
"JMIR Cardio","JMIR CARDIO","JMIR PUBLICATIONS, INC","N/A","2561-1011","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","418","2.2","Q2","0.51","100"%,
"CURRENT CARDIOLOGY REVIEWS","CURR CARDIOL REV","BENTHAM SCIENCE PUBL LTD","1573-403X","1875-6557","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","2,179","2.2","Q2","0.49","4.52"%,
"Journal of Molecular and Cellular Cardiology Plus","J MOL CELL CARD PLUS","ELSEVIER","N/A","2772-9761","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","83","2.2","Q2","0.4","96.97"%,
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","J CARDIOTHOR VASC AN","W B SAUNDERS CO-ELSEVIER INC","1053-0770","1532-8422","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","8,053","2.1","Q3","0.66","9.34"%,
"AMERICAN JOURNAL OF CARDIOLOGY","AM J CARDIOL","EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC","0002-9149","1879-1913","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","31,933","2.1","Q3","0.59","11.81"%,
"Interactive Cardiovascular and Thoracic Surgery","INTERACT CARDIOV TH","OXFORD UNIV PRESS","1569-9293","1569-9285","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","5,848","2.1","Q3","0.53","91.56"%,
"Cardiovascular Diagnosis and Therapy","CARDIOVASC DIAGN THE","AME PUBLISHING COMPANY","2223-3652","2223-3660","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,920","2.1","Q3","0.49","99.62"%,
"Expert Review of Cardiovascular Therapy","EXPERT REV CARDIOVAS","TAYLOR & FRANCIS INC","1477-9072","1744-8344","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","2,255","2.1","Q3","0.4","14.08"%,
"Heart Failure Clinics","HEART FAIL CLIN","ELSEVIER SCIENCE INC","1551-7136","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,529","2","Q3","0.64","1.47"%,
"Journal of Cardiovascular Medicine","J CARDIOVASC MED","LIPPINCOTT WILLIAMS & WILKINS","1558-2027","1558-2035","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,124","2","Q3","0.62","5.86"%,
"Netherlands Heart Journal","NETH HEART J","BOHN STAFLEU VAN LOGHUM BV","1568-5888","1876-6250","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,734","2","Q3","0.51","99.3"%,
"CORONARY ARTERY DISEASE","CORONARY ARTERY DIS","LIPPINCOTT WILLIAMS & WILKINS","0954-6928","1473-5830","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,951","2","Q3","0.48","15.89"%,
"CURRENT OPINION IN CARDIOLOGY","CURR OPIN CARDIOL","LIPPINCOTT WILLIAMS & WILKINS","0268-4705","1531-7080","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,470","2","Q3","0.45","5.88"%,
"CARDIOVASCULAR PATHOLOGY","CARDIOVASC PATHOL","ELSEVIER SCIENCE INC","1054-8807","1879-1336","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,178","1.9","Q3","0.79","32.05"%,
"Cardiology Journal","CARDIOL J","VIA MEDICA","1897-5593","1898-018X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,908","1.9","Q3","0.64","97.59"%,
"JTCVS Techniques","JTCVS TECHNIQUES","ELSEVIER","2666-2507","2666-2507","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","987","1.9","Q3","0.61","96.78"%,
"JTCVS Open","JTCVS OPEN","ELSEVIER","N/A","2666-2736","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","909","1.9","Q3","0.59","98.73"%,
"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS","CATHETER CARDIO INTE","WILEY","1522-1946","1522-726X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","10,334","1.9","Q3","0.57","24.72"%,
"Arquivos Brasileiros de Cardiologia","ARQ BRAS CARDIOL","ARQUIVOS BRASILEIROS CARDIOLOGIA","0066-782X","1678-4170","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,120","1.9","Q3","0.55","96.88"%,
"Cardiovascular Revascularization Medicine","CARDIOVASC REVASCULA","ELSEVIER INC","1553-8389","1878-0938","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","2,663","1.9","Q3","0.53","14.88"%,
"CJC Open","CJC OPEN","ELSEVIER","2589-790X","2589-790X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,239","1.9","Q3","0.46","74.71"%,
"Current Cardiovascular Risk Reports","CURR CARDIOVASC RISK","SPRINGER","1932-9520","1932-9563","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","581","1.8","Q3","0.57","16.92"%,
"Acta Cardiologica Sinica","ACTA CARDIOL SIN","TAIWAN SOC CARDIOLOGY","1011-6842","1011-6842","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","959","1.8","Q3","0.43","0.58"%,
"Cardiovascular Engineering and Technology","CARDIOVASC ENG TECHN","SPRINGER","1869-408X","1869-4098","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,142","1.8","Q3","0.42","22.56"%,
"Cardiology Research and Practice","CARDIOL RES PRACT","WILEY","2090-8016","2090-0597","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,317","1.8","Q3","0.41","99.17"%,
"American Heart Journal Plus: Cardiology Research and Practice","AM HEART J PLUS","ELSEVIER","N/A","2666-6022","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","580","1.8","Q3","0.4","97.4"%,
"Indian Heart Journal","INDIAN HEART J","ELSEVIER","0019-4832","2213-3763","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","2,325","1.8","Q3","0.39","97.71"%,
"Journal of Arrhythmia","J ARRYTHM","WILEY","1880-4276","1883-2148","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,565","1.7","Q3","0.49","86.5"%,
"CARDIOLOGY","CARDIOLOGY","KARGER","0008-6312","1421-9751","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,469","1.7","Q3","0.43","36.61"%,
"JOURNAL OF INTERVENTIONAL CARDIOLOGY","J INTERV CARDIOL","WILEY","0896-4327","1540-8183","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,654","1.7","Q3","0.43","100"%,
"CARDIOLOGY CLINICS","CARDIOL CLIN","W B SAUNDERS CO-ELSEVIER INC","0733-8651","1558-2264","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,593","1.6","Q3","0.56","0.71"%,
"Cardiovascular Ultrasound","CARDIOVASC ULTRASOUN","BMC","N/A","1476-7120","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,272","1.6","Q3","0.54","98.39"%,
"Revista Portuguesa de Cardiologia","REV PORT CARDIOL","ELSEVIER ESPANA SLU","0870-2551","0304-4750","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,198","1.6","Q3","0.49","99.09"%,
"Journal of Cardiothoracic Surgery","J CARDIOTHORAC SURG","BMC","N/A","1749-8090","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,598","1.5","Q3","0.54","100"%,
"INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING","INT J CARDIOVAS IMAG","SPRINGER","1569-5794","1875-8312","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,732","1.5","Q3","0.49","35.94"%,
"JOURNAL OF CARDIOVASCULAR SURGERY","J CARDIOVASC SURG","EDIZIONI MINERVA MEDICA","0021-9509","1827-191X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,870","1.5","Q3","0.45","5.96"%,
"HEART AND VESSELS","HEART VESSELS","SPRINGER","0910-8327","1615-2573","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,969","1.5","Q3","0.41","18.7"%,
"Anatolian Journal of Cardiology","ANATOL J CARDIOL","KARE PUBL","2149-2263","2149-2271","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,810","1.5","Q3","0.39","80.68"%,
"CVIR Endovascular","CVIR ENDOVASC","SPRINGERNATURE","N/A","2520-8934","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","561","1.5","Q3","0.37","99.52"%,
"JRSM Cardiovascular Disease","JRSM CARDIOVASC DIS","SAGE PUBLICATIONS LTD","N/A","2048-0040","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","369","1.5","Q3","0.33","76.92"%,
"Journal of Echocardiography","J ECHOCARDIOGR","SPRINGER JAPAN KK","1349-0222","1880-344X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","376","1.5","Q3","0.32","9.33"%,
"Heart and Mind","HEART MIND","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2468-6476","2468-6484","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","189","1.5","Q3","0.22","100"%,
"PEDIATRIC CARDIOLOGY","PEDIATR CARDIOL","SPRINGER","0172-0643","1432-1971","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","5,618","1.4","Q3","0.55","15.25"%,
"THORACIC AND CARDIOVASCULAR SURGEON","THORAC CARDIOV SURG","GEORG THIEME VERLAG KG","0171-6425","1439-1902","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,141","1.4","Q3","0.46","19.47"%,
"Egyptian Heart Journal","EGYPT HEART J","SPRINGER","1110-2608","2090-911X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","777","1.4","Q3","0.35","100"%,
"American Journal of Cardiovascular Disease","AM J CARDIOVASC DIS","E-CENTURY PUBLISHING CORP","2160-200X","2160-200X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","632","1.4","Q3","0.34","0"%,
"ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES","ECHOCARDIOGR-J CARD","WILEY","0742-2822","1540-8175","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,909","1.4","Q3","0.34","19.36"%,
"JOURNAL OF INVASIVE CARDIOLOGY","J INVASIVE CARDIOL","H M P COMMUNICATIONS","1042-3931","1557-2501","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,814","1.4","Q3","0.33","0"%,
"Cardiology Research","CARDIOL RES","ELMER PRESS INC","1923-2829","1923-2837","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","567","1.4","Q3","0.32","100"%,
"Postepy w Kardiologii Interwencyjnej","POSTEP KARDIOL INTER","TERMEDIA PUBLISHING HOUSE LTD","1734-9338","1897-4295","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","530","1.4","Q3","0.29","99.32"%,
"Cardiovascular Innovations and Applications","CARDIOVASC INNOV APP","COMPUSCRIPT","2009-8618","2009-8782","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","209","1.4","Q3","0.22","99.34"%,
"Interdisciplinary Cardiovascular and Thoracic Surgery","INTERDISC CARDIOV TH","OXFORD UNIV PRESS","N/A","2753-670X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","304","1.3","Q3","0.51","99.21"%,
"JOURNAL OF CARDIAC SURGERY","J CARDIAC SURG","WILEY","0886-0440","1540-8191","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,953","1.3","Q3","0.45","63.33"%,
"Annals of Thoracic and Cardiovascular Surgery","ANN THORAC CARDIOVAS","Int Acad Publishing Co Ltd","1341-1098","2186-1005","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,209","1.3","Q3","0.44","99.39"%,
"General Thoracic and Cardiovascular Surgery","GEN THORAC CARDIOVAS","SPRINGER JAPAN KK","1863-6705","1863-6713","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,209","1.3","Q3","0.41","14.85"%,
"Minerva Cardiology and Angiology","MINERVA CARDIOL ANGI","EDIZIONI MINERVA MEDICA","2724-5683","2724-5772","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","609","1.3","Q3","0.39","4.38"%,
"International Heart Journal","INT HEART J","INT HEART JOURNAL ASSOC","1349-2365","1349-3299","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,312","1.3","Q3","0.36","100"%,
"PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY","PACE","WILEY","0147-8389","1540-8159","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","5,157","1.3","Q3","0.32","21.66"%,
"Reviews in Cardiovascular Medicine","REV CARDIOVASC MED","IMR PRESS","1530-6550","2153-8174","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,149","1.3","Q3","0.32","99.35"%,
"Journal of the Saudi Heart Association","J SAUDI HEART ASSOC","DIGITAL COMMONS BEPRESS","1016-7315","2212-5043","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","520","1.3","Q3","0.27","98.11"%,
"Hipertension y Riesgo Vascular","HIPERTEN RIESGO VASC","ELSEVIER","1889-1837","1989-4805","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","164","1.3","Q3","0.26","6.33"%,
"Brazilian Journal of Cardiovascular Surgery","BRAZ J CARDIOV SURG","SOC BRASIL CIRURGIA CARDIOVASC","0102-7638","1678-9741","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,535","1.2","Q4","0.43","98.42"%,
"Journal of Electrocardiology","J ELECTROCARDIOL","CHURCHILL LIVINGSTONE INC MEDICAL PUBLISHERS","0022-0736","1532-8430","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,860","1.2","Q4","0.34","16.51"%,
"International Journal of Cardiology Congenital Heart Disease","INT J CARDIOL CONGEN","ELSEVIER","2666-6685","2666-6685","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","273","1.2","Q4","0.23","92.86"%,
"Congenital Heart Disease","CONGENIT HEART DIS","TECH SCIENCE PRESS","1747-079X","1747-0803","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,893","1.2","Q4","0.22","100"%,
"Cardiovascular Endocrinology & Metabolism","CARDIOVASC ENDOCR ME","LIPPINCOTT WILLIAMS & WILKINS","2574-0954","2574-0954","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","238","1.1","Q4","0.32","100"%,
"Circulation Reports","CIRC REP","JAPANESE CIRCULATION SOC","N/A","2434-0790","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","481","1.1","Q4","0.31","100"%,
"PERFUSION-UK","PERFUSION-UK","SAGE PUBLICATIONS LTD","0267-6591","1477-111X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,226","1.1","Q4","0.29","14.05"%,
"REC-Interventional Cardiology","REC-INTERV CARDIOL","PERMANYER PUBL","2604-7306","2604-7276","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","143","1.1","Q4","0.23","84.55"%,
"Journal of Chest Surgery","J CHEST SURG","KTCVS","2765-1606","2765-1614","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","238","1","Q4","0.36","98.99"%,
"ANNALS OF NONINVASIVE ELECTROCARDIOLOGY","ANN NONINVAS ELECTRO","WILEY","1082-720X","1542-474X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,818","1","Q4","0.33","79.4"%,
"SCANDINAVIAN CARDIOVASCULAR JOURNAL","SCAND CARDIOVASC J","TAYLOR & FRANCIS LTD","1401-7431","1651-2006","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,128","1","Q4","0.33","99.24"%,
"Future Cardiology","FUTUR CARDIOL","TAYLOR & FRANCIS LTD","1479-6678","1744-8298","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,117","1","Q4","0.29","13.66"%,
"World Journal for Pediatric and Congenital Heart Surgery","WORLD J PEDIATR CONG","SAGE PUBLICATIONS INC","2150-1351","2150-0136","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,313","1","Q4","0.28","5.43"%,
"Journal of Cardiovascular Echography","J CARDIOVASC ECHOGR","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2211-4122","2347-193X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","353","1","Q4","0.21","14.88"%,
"COR ET VASA","COR VASA","CZECH SOC CARDIOLOGY & CZECH SOC CARDIOVASCULAR SURGERY","0010-8650","1803-7712","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","362","0.9","Q4","0.43","95.58"%,
"HERZ","HERZ","URBAN & VOGEL","0340-9937","1615-6692","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,304","0.9","Q4","0.29","13.29"%,
"Cardiogenetics","CARDIOGENETICS","MDPI","2035-8253","2035-8148","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","60","0.9","Q4","0.23","100"%,
"TEXAS HEART INSTITUTE JOURNAL","TEX HEART I J","TEXAS HEART INST","0730-2347","1526-6702","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,876","0.9","Q4","0.21","96.85"%,
"Cardiology Discovery","CARDIOL DISCOV","LIPPINCOTT WILLIAMS & WILKINS","2096-952X","2693-8499","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","91","0.9","Q4","0.2","100"%,
"Journal of Cardiovascular Emergencies","J CARDIOVASC EMERG","SCIENDO","2457-5518","2457-550X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","59","0.8","Q4","0.26","100"%,
"Kardiologie","KARDIOLOGIE","SPRINGER HEIDELBERG","2731-7129","2731-7137","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","189","0.8","Q4","0.24","7.58"%,
"European Heart Journal-Case Reports","EUR HEART J-CASE REP","OXFORD UNIV PRESS","N/A","2514-2119","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,549","0.8","Q4","0.2","97.36"%,
"Cardiothoracic Surgeon","CARDIOTHORAC SURG","SPRINGERNATURE","2636-333X","2662-2203","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","100","0.8","Q4","0.17","100"%,
"CARDIOLOGY IN THE YOUNG","CARDIOL YOUNG","CAMBRIDGE UNIV PRESS","1047-9511","1467-1107","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,724","0.7","Q4","0.31","23.68"%,
"Journal Of Cardiovascular and Thoracic Research","J CARDIOVASC THORAC","TABRIZ UNIV MEDICAL SCIENCES & HEALTH SERVICES","2008-5117","2008-6830","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","569","0.7","Q4","0.26","96.72"%,
"Annals of Pediatric Cardiology","ANN PEDIAT CARDIOL","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0974-2069","0974-5149","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","841","0.7","Q4","0.21","100"%,
"Cardiovascular Journal of Africa","CARDIOVASC J AFR","CLINICS CARDIVE PUBL PTY LTD","1995-1892","1680-0745","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,157","0.7","Q4","0.19","0"%,
"ARCHIVOS DE CARDIOLOGIA DE MEXICO","ARCH CARDIOL MEX","INST NACIONAL CARDIOLOGIA IGNACIO CHAVEZ","1405-9940","1405-9940","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","395","0.7","Q4","0.17","98.5"%,
"Vessel Plus","VESSEL PLUS","OAE PUBLISHING INC","N/A","2574-1209","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","252","0.7","Q4","0.17","97.76"%,
"HEART SURGERY FORUM","HEART SURG FORUM","FORUM MULTIMEDIA PUBLISHING, LLC","1098-3511","1522-6662","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","890","0.6","Q4","0.22","97.68"%,
"Current Treatment Options in Cardiovascular Medicine","CURR TREAT OPT CARD","SPRINGERNATURE","1092-8464","1534-3189","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,035","0.6","Q4","0.2","19.61"%,
"Turk Kardiyoloji Dernegi Arsivi-Archives of the Turkish Society of Cardiology","TURK KARDIYOL DERN A","KARE PUBL","1016-5169","1308-4488","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","696","0.6","Q4","0.2","66.1"%,
"ASIAN CARDIOVASCULAR & THORACIC ANNALS","ASIAN CARD THORAC AN","SAGE PUBLICATIONS INC","0218-4923","1816-5370","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,118","0.6","Q4","0.17","4.19"%,
"Indian Journal of Thoracic and Cardiovascular Surgery","INDIAN J THORAC CARD","SPRINGER INDIA","0970-9134","0973-7723","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","724","0.6","Q4","0.15","9.31"%,
"ARYA Atherosclerosis","ARYA ATHEROSCLER","ISFAHAN UNIV MEDICAL SCIENCES, ISFAHAN CARDIOVASCULAR RES CENTER","1735-3955","2251-6638","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","600","0.6","Q4","0.12","0"%,
"Case Reports in Cardiology","CASE REP CARDIOL","WILEY","2090-6404","2090-6412","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","439","0.5","Q4","0.16","100"%,
"Research Reports in Clinical Cardiology","RES REP CLIN CARDIOL","DOVE MEDICAL PRESS LTD","1179-8475","1179-8475","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","83","0.5","Q4","0.16","100"%,
"KARDIOLOGIYA","KARDIOLOGIYA","RUSSIAN HEART FAILURE SOC","0022-9040","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","597","0.5","Q4","0.15","33.33"%,
"Heart Views","HEART VIEWS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1995-705X","0976-5123","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","465","0.5","Q4","0.12","100"%,
"Open Cardiovascular Medicine Journal","OPEN CARDIOVASC MED","BENTHAM SCIENCE PUBL LTD","N/A","1874-1924","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","354","0.4","Q4","0.07","94.12"%,
"Pakistan Heart Journal","PAK HEART J","PAKISTAN CARDIAC SOC","0048-2706","2227-9199","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","108","0.4","Q4","0.04","93.65"%,
"Rational Pharmacotherapy in Cardiology","RATION PHARMACOTHER","SOC CARDIOLOGY RUSSIAN FEDERAT","1819-6446","2225-3653","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","165","0.3","Q4","0.07","90.79"%,
"Journal of the Practice of Cardiovascular Sciences","J PRACT CARDIOVASC S","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2395-5414","2454-2830","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","201","0.3","Q4","0.06","100"%,
"Indian Journal of Vascular and Endovascular Surgery","INDIAN J VASCULAR EN","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0972-0820","2394-0999","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","90","0.2","Q4","0.05","89.52"%,
"Revista de la Federacion Argentina de Cardiologia","REV FED ARGENT CARDI","FEDERACION ARGENTINA CARDIOLOGIA","0326-646X","1666-5694","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","45","0.2","Q4","0.05","0"%,
"Iranian Heart Journal","IRAN HEART J","IRANIAN HEART ASSOC","1735-7306","1735-7306","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","77","0.1","Q4","0.04","0.6"%,
"General Thoracic and Cardiovascular Surgery Cases","GEN TH CARD SURG CAS","SPRINGERNATURE","N/A","2731-6203","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","11","0.1","Q4","0.03","100"%,
"Nepalese Heart Journal","NEPAL HEART J","CARDIAC SOC NEPAL","2091-2978","2091-2978","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","32","0.1","Q4","0.03","97.14"%,
"Aktuelle Kardiologie","AKTUELLE KARDIOL","GEORG THIEME VERLAG KG","2193-5203","2193-5211","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","21","0.1","Q4","0.02","1.49"%,
"Research in Cardiovascular Medicine","RES CARDIOVASC MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2251-9572","2251-9580","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","142","0.1","Q4","0.02","100"%,
"Zeitschrift fur Herz Thorax und Gefasschirurgie","Z HERZ THORAX GEFASS","SPRINGER HEIDELBERG","0930-9225","1435-1277","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","28","0.1","Q4","0.02","7.46"%,
"International Cardiovascular Research Journal","INT CARDIOVASC RES J","SHIRAZ UNIV MEDICAL SCIENCES, CARDIOVASCULAR RESEARCH CENTER","2251-9130","2251-9149","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","119","<0.1","Q4","0.05","14.89"%,
"Journal fur Kardiologie","J KARDIOL","KRAUSE & PACHERNEGG GMBH","1024-0098","1680-936X","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","21","<0.1","Q4","0.02","0"%,
"Journal fur Hypertonie","J HYPERTON","KRAUSE & PACHERNEGG GMBH","1028-2327","1680-9378","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","3","<0.1","Q4","0.01","0"%,

Copyright (c) 2025 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
